2021-12-30,139
2022-01-02,280
2022-01-03,238
2022-01-04,205
2022-01-05,228
2022-01-08,258
2022-01-09,177
2022-01-10,232
2022-01-11,236
2022-01-12,176
2022-01-13,114
2022-01-15,251
2022-01-16,227
2022-01-17,168
2022-01-18,164
2022-01-19,235
2022-01-20,111
2022-01-21,68
2022-01-22,211
2022-01-23,244
2022-01-24,220
2022-01-25,203
2022-01-26,177
2022-01-27,96
2022-01-29,242
2022-01-30,250
2022-01-31,225
2022-02-01,206
2022-02-02,153
2022-02-03,74
2022-02-05,262
2022-02-06,202
2022-02-07,146
2022-02-08,232
2022-02-09,200
2022-02-10,112
2022-02-12,242
2022-02-14,254
2022-02-15,231
2022-02-16,174
2022-02-17,190
2022-02-18,87
2022-02-19,265
2022-02-20,231
2022-02-21,209
2022-02-22,207
2022-02-23,157
2022-02-24,99
2022-02-26,237
2022-02-27,225
2022-02-28,180
2022-03-01,241
2022-03-02,151
2022-03-03,109
2022-03-05,179
2022-03-06,226
2022-03-07,235
2022-03-08,214
2022-03-09,165
2022-03-10,89
2022-03-12,206
2022-03-13,210
2022-03-14,172
2022-03-15,159
2022-03-16,147
2022-03-17,150
2022-03-18,51
2022-03-19,220
2022-03-20,192
2022-03-21,168
2022-03-22,172
2022-03-23,144
2022-03-24,90
2022-03-26,258
2022-03-27,186
2022-03-28,250
2022-03-31,162
2022-04-02,262
2022-04-03,281
2022-04-04,164
2022-04-05,185
2022-04-06,140
2022-04-07,105
2022-04-09,300
2022-04-10,176
2022-04-11,139
2022-04-12,126
2022-04-13,176
2022-04-14,188
2022-04-15,75
2022-04-16,218
2022-04-17,233
2022-04-18,175
2022-04-19,210
2022-04-20,176
2022-04-21,90
2022-04-23,203
2022-04-24,216
2022-04-25,188
2022-04-26,200
2022-04-27,202
2022-04-28,136
2022-04-30,272
2022-05-02,234
2022-05-03,274
2022-05-04,155
2022-05-05,99
2022-05-07,238
2022-05-08,166
2022-05-09,193
2022-05-10,213
2022-05-11,206
2022-05-12,144
2022-05-13,66
2022-05-14,219
2022-05-15,213
2022-05-16,217
2022-05-17,65
2022-05-18,299
2022-05-19,89
2022-05-21,232
2022-05-22,201
2022-05-23,220
2022-05-24,219
2022-05-25,166
2022-05-26,95
2022-05-28,239
2022-05-29,237
2022-05-30,186
2022-05-31,263
2022-06-01,165
2022-06-02,90
2022-06-04,245
2022-06-05,189
2022-06-06,190
2022-06-07,182
2022-06-08,228
2022-06-09,155
2022-06-10,84
2022-06-11,289
2022-06-12,213
2022-06-13,171
2022-06-14,208
2022-06-15,184
2022-06-16,113
2022-06-18,242
2022-06-19,203
2022-06-20,166
2022-06-21,217
2022-06-22,214
2022-06-23,109
2022-06-25,312
2022-06-26,241
2022-06-27,206
2022-06-28,302
2022-06-29,206
2022-06-30,169
2022-07-02,420
2022-07-03,286
2022-07-04,272
2022-07-05,234
2022-07-06,322
2022-07-07,230
2022-07-08,102
2022-07-09,298
2022-07-10,277
2022-07-11,387
2022-07-12,305
2022-07-13,263
2022-07-14,168
2022-07-16,344
2022-07-17,286
2022-07-18,284
2022-07-19,258
2022-07-20,189
2022-07-21,170
2022-07-23,346
2022-07-24,363
2022-07-26,471
2022-07-27,399
2022-07-28,186
2022-07-30,305
2022-07-31,362
2022-08-01,296
2022-08-02,308
2022-08-03,354
2022-08-04,285
2022-08-05,158
2022-08-06,438
2022-08-07,365
2022-08-08,317
2022-08-09,310
2022-08-10,259
2022-08-11,169
2022-08-13,390
2022-08-14,301
2022-08-16,407
2022-08-18,214
2022-08-20,461
2022-08-21,332
2022-08-22,296
2022-08-23,331
2022-08-24,321
2022-08-25,188
2022-08-27,342
2022-08-28,298
2022-08-29,295
2022-08-30,258
2022-08-31,342
2022-09-01,296
2022-09-02,101
2022-09-03,291
2022-09-04,276
2022-09-05,219
2022-09-06,326
2022-09-07,242
2022-09-08,171
2022-09-10,280
2022-09-11,221
2022-09-12,210
2022-09-13,235
2022-09-14,248
2022-09-15,156
2022-09-17,313
2022-09-18,228
2022-09-19,247
2022-09-20,216
2022-09-21,184
2022-09-22,113
2022-09-24,298
2022-09-25,226
2022-09-26,271
2022-09-27,242
2022-09-28,319
2022-09-29,213
2022-09-30,82
2022-10-01,307
2022-10-02,258
2022-10-03,276
2022-10-04,245
2022-10-05,214
2022-10-06,84
2022-10-08,272
2022-10-09,203
2022-10-10,182
2022-10-11,224
2022-10-13,135
2022-10-15,240
2022-10-16,222
2022-10-17,219
2022-10-18,153
2022-10-19,248
2022-10-20,122
2022-10-22,226
2022-10-23,189
2022-10-24,196
2022-10-25,209
2022-10-26,230
2022-10-27,171
2022-10-28,62
2022-10-29,252
2022-10-30,220
2022-10-31,296
2022-11-01,65
2022-11-02,213
2022-11-03,96
2022-11-05,275
2022-11-06,201
2022-11-07,165
2022-11-08,163
2022-11-09,202
2022-11-10,101
2022-11-12,241
2022-11-13,181
2022-11-14,229
2022-11-15,219
2022-11-16,152
2022-11-17,111
2022-11-19,207
2022-11-20,206
2022-11-21,183
2022-11-22,200
2022-11-23,187
2022-11-24,189
2022-11-25,76
2022-11-26,276
2022-11-27,220
2022-11-28,183
2022-11-29,251
2022-11-30,189
